source,layer,lat,lon,name,addendum_json_vh,addendum_json_georg
swe-virtual-herbarium,socken,56.23611999999999,14.83434,Asarum,"{""District"":""Asarum"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.23612,""Longitude"":14.83434,""Continent"":""Europe"",""ID"":16440,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":11334,""RT90centrE"":1439794,""RT90centrN"":6234647,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":11334,""locationDisplayLabel"":""Asarum""}"
swe-virtual-herbarium,socken,56.11156,15.54052,Aspö,"{""District"":""Aspö"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.11156,""Longitude"":15.54052,""Continent"":""Europe"",""ID"":16441,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":3977,""RT90centrE"":1483531,""RT90centrN"":6220384,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":3977,""locationDisplayLabel"":""Aspö""}"
swe-virtual-herbarium,socken,56.30975,15.73605,Augerum,"{""District"":""Augerum"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.30975,""Longitude"":15.73605,""Continent"":""Europe"",""ID"":16442,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":18179,""RT90centrE"":1495717,""RT90centrN"":6242423,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":18179,""locationDisplayLabel"":""Augerum""}"
swe-virtual-herbarium,socken,56.39116,15.15639,Backaryd,"{""District"":""Backaryd"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.39116,""Longitude"":15.15639,""Continent"":""Europe"",""ID"":16443,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":9450,""RT90centrE"":1459927,""RT90centrN"":6251674,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":9450,""locationDisplayLabel"":""Backaryd""}"
swe-virtual-herbarium,socken,56.24762,15.108179999999999,Bräkne-Hoby,"{""District"":""Bräkne-Hoby"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.24762,""Longitude"":15.10818,""Continent"":""Europe"",""ID"":16444,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":15841,""RT90centrE"":1456788,""RT90centrN"":6235720,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":15841,""locationDisplayLabel"":""Bräkne-Hoby""}"
swe-virtual-herbarium,socken,56.22436999999999,15.34777,Edestad,"{""District"":""Edestad"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.22437,""Longitude"":15.34777,""Continent"":""Europe"",""ID"":16445,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":14412,""RT90centrE"":1471622,""RT90centrN"":6233008,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":14412,""locationDisplayLabel"":""Edestad""}"
swe-virtual-herbarium,socken,56.15726,14.73829,Elleholm,"{""District"":""Elleholm"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.15726,""Longitude"":14.73829,""Continent"":""Europe"",""ID"":16446,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":3397,""RT90centrE"":1433701,""RT90centrN"":6225955,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":3397,""locationDisplayLabel"":""Elleholm""}"
swe-virtual-herbarium,socken,56.44067,15.34479,Eringsboda,"{""District"":""Eringsboda"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.44067,""Longitude"":15.34479,""Continent"":""Europe"",""ID"":16447,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":10099,""RT90centrE"":1471600,""RT90centrN"":6257093,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":10099,""locationDisplayLabel"":""Eringsboda""}"
swe-virtual-herbarium,socken,56.305209999999995,15.54318,Fridlevstad,"{""District"":""Fridlevstad"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.30521,""Longitude"":15.54318,""Continent"":""Europe"",""ID"":16448,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":13569,""RT90centrE"":1483778,""RT90centrN"":6241945,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":13569,""locationDisplayLabel"":""Fridlevstad""}"
swe-virtual-herbarium,socken,56.17547,15.463920000000002,Förkärla,"{""District"":""Förkärla"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.17547,""Longitude"":15.46392,""Continent"":""Europe"",""ID"":16449,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":7512,""RT90centrE"":1478800,""RT90centrN"":6227520,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":7512,""locationDisplayLabel"":""Förkärla""}"
swe-virtual-herbarium,socken,56.14808000000001,14.61664,Gammalstorp,"{""District"":""Gammalstorp"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Sölvesborg"",""Latitude"":56.14808,""Longitude"":14.61664,""Continent"":""Europe"",""ID"":16450,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":7266,""RT90centrE"":1426126,""RT90centrN"":6225055,""Code"":""SE-1083""}","{""coordinateUncertaintyInMeters"":7266,""locationDisplayLabel"":""Gammalstorp""}"
swe-virtual-herbarium,socken,56.10115,15.4604,Hasslö,"{""District"":""Hasslö"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.10115,""Longitude"":15.4604,""Continent"":""Europe"",""ID"":16451,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":4927,""RT90centrE"":1478540,""RT90centrN"":6219247,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":4927,""locationDisplayLabel"":""Hasslö""}"
swe-virtual-herbarium,socken,56.2751,15.39344,Hjortsberga,"{""District"":""Hjortsberga"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.2751,""Longitude"":15.39344,""Continent"":""Europe"",""ID"":16452,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":10999,""RT90centrE"":1474490,""RT90centrN"":6238639,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":10999,""locationDisplayLabel"":""Hjortsberga""}"
swe-virtual-herbarium,socken,56.21394,14.95099,Hällaryd,"{""District"":""Hällaryd"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.21394,""Longitude"":14.95099,""Continent"":""Europe"",""ID"":16453,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":14709,""RT90centrE"":1446997,""RT90centrN"":6232080,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":14709,""locationDisplayLabel"":""Hällaryd""}"
swe-virtual-herbarium,socken,56.21856,15.871879999999999,Jämjö,"{""District"":""Jämjö"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.21856,""Longitude"":15.87188,""Continent"":""Europe"",""ID"":16454,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":9533,""RT90centrE"":1504134,""RT90centrN"":6232267,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":9533,""locationDisplayLabel"":""Jämjö""}"
swe-virtual-herbarium,socken,56.26964,14.558860000000001,Jämshög,"{""District"":""Jämshög"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Olofström"",""Latitude"":56.26964,""Longitude"":14.55886,""Continent"":""Europe"",""ID"":16455,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":13710,""RT90centrE"":1422779,""RT90centrN"":6238653,""Code"":""SE-1060""}","{""coordinateUncertaintyInMeters"":13710,""locationDisplayLabel"":""Jämshög""}"
swe-virtual-herbarium,socken,56.15837,14.86326,Karlshamn,"{""District"":""Karlshamn"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.15837,""Longitude"":14.86326,""Continent"":""Europe"",""ID"":16456,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":4004,""RT90centrE"":1441469,""RT90centrN"":6225964,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":4004,""locationDisplayLabel"":""Karlshamn""}"
swe-virtual-herbarium,socken,56.1707,15.593639999999999,Karlskrona,"{""District"":""Karlskrona"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.1707,""Longitude"":15.59364,""Continent"":""Europe"",""ID"":16457,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":10816,""RT90centrE"":1486855,""RT90centrN"":6226957,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":10816,""locationDisplayLabel"":""Karlskrona""}"
swe-virtual-herbarium,socken,56.268409999999996,16.00265,Kristianopel,"{""District"":""Kristianopel"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.26841,""Longitude"":16.00265,""Continent"":""Europe"",""ID"":16458,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":14291,""RT90centrE"":1512231,""RT90centrN"":6237834,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":14291,""locationDisplayLabel"":""Kristianopel""}"
swe-virtual-herbarium,socken,56.36929,14.567520000000002,Kyrkhult,"{""District"":""Kyrkhult"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Olofström"",""Latitude"":56.36929,""Longitude"":14.56752,""Continent"":""Europe"",""ID"":16459,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":13610,""RT90centrE"":1423516,""RT90centrN"":6249739,""Code"":""SE-1060""}","{""coordinateUncertaintyInMeters"":13610,""locationDisplayLabel"":""Kyrkhult""}"
swe-virtual-herbarium,socken,56.14493,15.36684,Listerby,"{""District"":""Listerby"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.14493,""Longitude"":15.36684,""Continent"":""Europe"",""ID"":16460,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":14362,""RT90centrE"":1472750,""RT90centrN"":6224155,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":14362,""locationDisplayLabel"":""Listerby""}"
swe-virtual-herbarium,socken,56.19327,15.693539999999999,Lösen,"{""District"":""Lösen"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.19327,""Longitude"":15.69354,""Continent"":""Europe"",""ID"":16461,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":14332,""RT90centrE"":1493066,""RT90centrN"":6229455,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":14332,""locationDisplayLabel"":""Lösen""}"
swe-virtual-herbarium,socken,56.03604,14.68635,Mjällby,"{""District"":""Mjällby"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Sölvesborg"",""Latitude"":56.03604,""Longitude"":14.68635,""Continent"":""Europe"",""ID"":16462,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":11513,""RT90centrE"":1430255,""RT90centrN"":6212509,""Code"":""SE-1083""}","{""coordinateUncertaintyInMeters"":11513,""locationDisplayLabel"":""Mjällby""}"
swe-virtual-herbarium,socken,56.20336999999999,14.726020000000002,Mörrum,"{""District"":""Mörrum"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.20337,""Longitude"":14.72602,""Continent"":""Europe"",""ID"":16463,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6827,""RT90centrE"":1433020,""RT90centrN"":6231100,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":6827,""locationDisplayLabel"":""Mörrum""}"
swe-virtual-herbarium,socken,56.20285,15.53645,Nättraby,"{""District"":""Nättraby"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.20285,""Longitude"":15.53645,""Continent"":""Europe"",""ID"":16464,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":12243,""RT90centrE"":1483317,""RT90centrN"":6230550,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":12243,""locationDisplayLabel"":""Nättraby""}"
swe-virtual-herbarium,socken,56.199659999999994,15.77685,Ramdala,"{""District"":""Ramdala"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.19966,""Longitude"":15.77685,""Continent"":""Europe"",""ID"":16465,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":14465,""RT90centrE"":1498238,""RT90centrN"":6230162,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":14465,""locationDisplayLabel"":""Ramdala""}"
swe-virtual-herbarium,socken,56.33849,14.81321,Ringamåla,"{""District"":""Ringamåla"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.33849,""Longitude"":14.81321,""Continent"":""Europe"",""ID"":16466,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":10413,""RT90centrE"":1438648,""RT90centrN"":6246064,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":10413,""locationDisplayLabel"":""Ringamåla""}"
swe-virtual-herbarium,socken,56.24794,15.249920000000001,Ronneby,"{""District"":""Ronneby"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.24794,""Longitude"":15.24992,""Continent"":""Europe"",""ID"":16467,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":17505,""RT90centrE"":1465575,""RT90centrN"":6235677,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":17505,""locationDisplayLabel"":""Ronneby""}"
swe-virtual-herbarium,socken,56.32325,15.653429999999998,Rödeby,"{""District"":""Rödeby"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.32325,""Longitude"":15.65343,""Continent"":""Europe"",""ID"":16468,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":13157,""RT90centrE"":1490607,""RT90centrN"":6243934,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":13157,""locationDisplayLabel"":""Rödeby""}"
swe-virtual-herbarium,socken,56.436519999999994,15.566120000000002,Sillhövda,"{""District"":""Sillhövda"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.43652,""Longitude"":15.56612,""Continent"":""Europe"",""ID"":16469,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":8247,""RT90centrE"":1485250,""RT90centrN"":6256561,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":8247,""locationDisplayLabel"":""Sillhövda""}"
swe-virtual-herbarium,socken,56.08456999999999,15.68605,Sturkö,"{""District"":""Sturkö"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.08457,""Longitude"":15.68605,""Continent"":""Europe"",""ID"":16470,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6596,""RT90centrE"":1492580,""RT90centrN"":6217354,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":6596,""locationDisplayLabel"":""Sturkö""}"
swe-virtual-herbarium,socken,56.0362,14.57337,Sölvesborg,"{""District"":""Sölvesborg"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Sölvesborg"",""Latitude"":56.0362,""Longitude"":14.57337,""Continent"":""Europe"",""ID"":16471,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":12795,""RT90centrE"":1423214,""RT90centrN"":6212646,""Code"":""SE-1083""}","{""coordinateUncertaintyInMeters"":12795,""locationDisplayLabel"":""Sölvesborg""}"
swe-virtual-herbarium,socken,56.10886,15.61466,Tjurkö,"{""District"":""Tjurkö"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.10886,""Longitude"":15.61466,""Continent"":""Europe"",""ID"":16472,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":5342,""RT90centrE"":1488143,""RT90centrN"":6220067,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":5342,""locationDisplayLabel"":""Tjurkö""}"
swe-virtual-herbarium,socken,56.10436,15.84552,Torhamn,"{""District"":""Torhamn"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.10436,""Longitude"":15.84552,""Continent"":""Europe"",""ID"":16473,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":20090,""RT90centrE"":1502506,""RT90centrN"":6219552,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":20090,""locationDisplayLabel"":""Torhamn""}"
swe-virtual-herbarium,socken,56.36008,15.43099,Tving,"{""District"":""Tving"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlskrona"",""Latitude"":56.36008,""Longitude"":15.43099,""Continent"":""Europe"",""ID"":16474,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":10352,""RT90centrE"":1476868,""RT90centrN"":6248088,""Code"":""SE-1080""}","{""coordinateUncertaintyInMeters"":10352,""locationDisplayLabel"":""Tving""}"
swe-virtual-herbarium,socken,56.11277,14.68469,Ysane,"{""District"":""Ysane"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Sölvesborg"",""Latitude"":56.11277,""Longitude"":14.68469,""Continent"":""Europe"",""ID"":16475,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6529,""RT90centrE"":1430291,""RT90centrN"":6221053,""Code"":""SE-1083""}","{""coordinateUncertaintyInMeters"":6529,""locationDisplayLabel"":""Ysane""}"
swe-virtual-herbarium,socken,56.25317,15.00794,Åryd,"{""District"":""Åryd"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Karlshamn"",""Latitude"":56.25317,""Longitude"":15.00794,""Continent"":""Europe"",""ID"":16476,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":13615,""RT90centrE"":1450580,""RT90centrN"":6236406,""Code"":""SE-1082""}","{""coordinateUncertaintyInMeters"":13615,""locationDisplayLabel"":""Åryd""}"
swe-virtual-herbarium,socken,56.39128,15.030479999999999,Öljehult,"{""District"":""Öljehult"",""Province"":""Blekinge"",""Country"":""Sweden"",""Län"":""Blekinge län"",""Kommun"":""Ronneby"",""Latitude"":56.39128,""Longitude"":15.03048,""Continent"":""Europe"",""ID"":16477,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":7452,""RT90centrE"":1452150,""RT90centrN"":6251769,""Code"":""SE-1081""}","{""coordinateUncertaintyInMeters"":7452,""locationDisplayLabel"":""Öljehult""}"
swe-virtual-herbarium,socken,58.380359999999996,11.2691,Askum,"{""District"":""Askum"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Sotenäs"",""Latitude"":58.38036,""Longitude"":11.2691,""Continent"":""Europe"",""ID"":16478,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":10728,""RT90centrE"":1234742,""RT90centrN"":6481969,""Code"":""SE-1427""}","{""coordinateUncertaintyInMeters"":10728,""locationDisplayLabel"":""Askum""}"
swe-virtual-herbarium,socken,57.749080000000006,11.96984,Backa,"{""District"":""Backa"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Göteborg"",""Latitude"":57.74908,""Longitude"":11.96984,""Continent"":""Europe"",""ID"":16479,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":null,""RT90centrE"":null,""RT90centrN"":null,""Code"":""SE-1480""}","{""coordinateUncertaintyInMeters"":null,""locationDisplayLabel"":""Backa""}"
swe-virtual-herbarium,socken,57.75533000000001,11.81315,Björlanda,"{""District"":""Björlanda"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Göteborg"",""Latitude"":57.75533,""Longitude"":11.81315,""Continent"":""Europe"",""ID"":16480,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6019,""RT90centrE"":1262412,""RT90centrN"":6410409,""Code"":""SE-1480""}","{""coordinateUncertaintyInMeters"":6019,""locationDisplayLabel"":""Björlanda""}"
swe-virtual-herbarium,socken,58.29179,11.59587,Bokenäs,"{""District"":""Bokenäs"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Uddevalla"",""Latitude"":58.29179,""Longitude"":11.59587,""Continent"":""Europe"",""ID"":16481,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6289,""RT90centrE"":1253217,""RT90centrN"":6470872,""Code"":""SE-1485""}","{""coordinateUncertaintyInMeters"":6289,""locationDisplayLabel"":""Bokenäs""}"
swe-virtual-herbarium,socken,58.511590000000005,11.40092,Bottna,"{""District"":""Bottna"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Tanum"",""Latitude"":58.51159,""Longitude"":11.40092,""Continent"":""Europe"",""ID"":16482,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":4709,""RT90centrE"":1243402,""RT90centrN"":6496055,""Code"":""SE-1435""}","{""coordinateUncertaintyInMeters"":4709,""locationDisplayLabel"":""Bottna""}"
swe-virtual-herbarium,socken,58.38621,11.52249,Brastad,"{""District"":""Brastad"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Lysekil"",""Latitude"":58.38621,""Longitude"":11.52249,""Continent"":""Europe"",""ID"":16483,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6369,""RT90centrE"":1249588,""RT90centrN"":6481649,""Code"":""SE-1484""}","{""coordinateUncertaintyInMeters"":6369,""locationDisplayLabel"":""Brastad""}"
swe-virtual-herbarium,socken,58.42252,11.471860000000001,Bro,"{""District"":""Bro"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Lysekil"",""Latitude"":58.42252,""Longitude"":11.47186,""Continent"":""Europe"",""ID"":16484,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":13652,""RT90centrE"":1246892,""RT90centrN"":6485876,""Code"":""SE-1484""}","{""coordinateUncertaintyInMeters"":13652,""locationDisplayLabel"":""Bro""}"
swe-virtual-herbarium,socken,58.506730000000005,11.477089999999999,Bärfendal,"{""District"":""Bärfendal"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Munkedal"",""Latitude"":58.50673,""Longitude"":11.47709,""Continent"":""Europe"",""ID"":16485,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":4002,""RT90centrE"":1247802,""RT90centrN"":6495225,""Code"":""SE-1430""}","{""coordinateUncertaintyInMeters"":4002,""locationDisplayLabel"":""Bärfendal""}"
swe-virtual-herbarium,socken,58.25631,11.53357,Dragsmark,"{""District"":""Dragsmark"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Uddevalla"",""Latitude"":58.25631,""Longitude"":11.53357,""Continent"":""Europe"",""ID"":16486,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":4091,""RT90centrE"":1249318,""RT90centrN"":6467156,""Code"":""SE-1485""}","{""coordinateUncertaintyInMeters"":4091,""locationDisplayLabel"":""Dragsmark""}"
swe-virtual-herbarium,socken,58.28722,11.949110000000001,Forshälla,"{""District"":""Forshälla"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Uddevalla"",""Latitude"":58.28722,""Longitude"":11.94911,""Continent"":""Europe"",""ID"":16487,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":11107,""RT90centrE"":1273883,""RT90centrN"":6469122,""Code"":""SE-1485""}","{""coordinateUncertaintyInMeters"":11107,""locationDisplayLabel"":""Forshälla""}"
swe-virtual-herbarium,socken,58.463269999999994,11.68419,Foss,"{""District"":""Foss"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Munkedal"",""Latitude"":58.46327,""Longitude"":11.68419,""Continent"":""Europe"",""ID"":16488,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":8580,""RT90centrE"":1259563,""RT90centrN"":6489630,""Code"":""SE-1430""}","{""coordinateUncertaintyInMeters"":8580,""locationDisplayLabel"":""Foss""}"
swe-virtual-herbarium,socken,58.188790000000004,11.97033,Grinneröd,"{""District"":""Grinneröd"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Uddevalla"",""Latitude"":58.18879,""Longitude"":11.97033,""Continent"":""Europe"",""ID"":16489,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":6121,""RT90centrE"":1274503,""RT90centrN"":6458099,""Code"":""SE-1485""}","{""coordinateUncertaintyInMeters"":6121,""locationDisplayLabel"":""Grinneröd""}"
swe-virtual-herbarium,socken,58.160030000000006,11.37502,Gullholmen,"{""District"":""Gullholmen"",""Province"":""Bohuslän"",""Country"":""Sweden"",""Län"":""Västra Götalands län"",""Kommun"":""Orust"",""Latitude"":58.16003,""Longitude"":11.37502,""Continent"":""Europe"",""ID"":16490,""xmax"":null,""xmin"":null,""ymax"":null,""ymin"":null,""precision"":4582,""RT90centrE"":1238654,""RT90centrN"":6457156,""Code"":""SE-1421""}","{""coordinateUncertaintyInMeters"":4582,""locationDisplayLabel"":""Gullholmen""}"
