source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,uppsala-botany,"Segerstads archipelago, Lake Vänern, Karlstad, Stora Lövön",59.2666700,13.2666700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-636693"",""catalogNumber"":""F-636693"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Värmland"",""county"":""Segerstad"",""locality"":""Segerstads archipelago in NW par tof Lake Vänern, c. 20 km SW pf Karlstad. On the island Stora Lövön"",""decimalLatitude"":""59.2666700"",""decimalLongitude"":""13.2666700""}","{""locationDisplayLabel"":""Lake Vänern, Karlstad, Stora Lövön"",""interpretedTokens"":[""Segerstads archipelago"",""Lake Vänern"",""Karlstad"",""Stora Lövön""]}"
GBIF,uppsala-botany,"Hammarö southern, Karlstad, Store Holmen",59.2500000,13.5000000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-636795"",""catalogNumber"":""F-636795"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Värmland"",""county"":""Hammarö"",""locality"":""Hammarö southern point, c. 15 km S of Karlstad. SW part of Store Holmen"",""decimalLatitude"":""59.2500000"",""decimalLongitude"":""13.5000000""}","{""locationDisplayLabel"":""Hammarö southern, Karlstad, Store Holmen"",""interpretedTokens"":[""Hammarö southern"",""Karlstad"",""Store Holmen""]}"
GBIF,uppsala-botany,"Hammarö southern, Karlstad, South part, Store Holmen",59.2500000,13.5000000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-637028"",""catalogNumber"":""F-637028"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Värmland"",""county"":""Hammarö"",""locality"":""Hammarö southern point, c. 15 km S of Karlstad. South part of Store Holmen"",""decimalLatitude"":""59.2500000"",""decimalLongitude"":""13.5000000""}","{""locationDisplayLabel"":""Karlstad, South part, Store Holmen"",""interpretedTokens"":[""Hammarö southern"",""Karlstad"",""South part"",""Store Holmen""]}"
GBIF,uppsala-botany,"Hammarö southern, Karlstad, South part, Bränne holme",59.2500000,13.5166700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-637071"",""catalogNumber"":""F-637071"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Värmland"",""county"":""Hammarö"",""locality"":""Hammarö southern point, c. 15 km S of Karlstad. South part of Bränne holme"",""decimalLatitude"":""59.2500000"",""decimalLongitude"":""13.5166700""}","{""locationDisplayLabel"":""Karlstad, South part, Bränne holme"",""interpretedTokens"":[""Hammarö southern"",""Karlstad"",""South part"",""Bränne holme""]}"
GBIF,uppsala-botany,"Penåsa, Lilla, Stora Dalby alvar",62.9611100,15.6875000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-639592"",""catalogNumber"":""F-639592"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Öland"",""county"":""Kastlösa"",""locality"":""Penåsa, Lilla\/Stora Dalby alvar, 400 m Ö P-platsen"",""decimalLatitude"":""62.9611100"",""decimalLongitude"":""15.6875000""}","{""locationDisplayLabel"":""Penåsa, Lilla, Stora Dalby alvar"",""interpretedTokens"":[""Penåsa"",""Lilla"",""Stora Dalby alvar""]}"
GBIF,uppsala-botany,Vamsta-reservatet,60.3283300,18.1180600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-639755"",""catalogNumber"":""F-639755"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Valö"",""locality"":""Vamsta-reservatet"",""decimalLatitude"":""60.3283300"",""decimalLongitude"":""18.1180600""}","{""locationDisplayLabel"":""Vamsta-reservatet"",""interpretedTokens"":[""Vamsta-reservatet""]}"
GBIF,uppsala-botany,Söderbärke kyrka,60.1666700,15.6333300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-639939"",""catalogNumber"":""F-639939"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Söderbärke"",""locality"":""12 km NNO Söderbärke kyrka, i ravinen N om vägen"",""decimalLatitude"":""60.1666700"",""decimalLongitude"":""15.6333300""}","{""locationDisplayLabel"":""Söderbärke kyrka"",""interpretedTokens"":[""Söderbärke kyrka""]}"
GBIF,uppsala-botany,"Mt, Klövberget, Kalvfjärden, Badviken",59.2129600,18.3501900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-640019"",""catalogNumber"":""F-640019"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tyresö"",""locality"":""Tyrösö peninsula, below Mt Klövberget, close to the shore of Kalvfjärden N of Badviken"",""decimalLatitude"":""59.2129600"",""decimalLongitude"":""18.3501900""}","{""locationDisplayLabel"":""Klövberget, Kalvfjärden, Badviken"",""interpretedTokens"":[""Mt"",""Klövberget"",""Kalvfjärden"",""Badviken""]}"
GBIF,uppsala-botany,"Hammarö southern, Karlstad, South part, Store holmen",59.2500000,13.5000000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-640999"",""catalogNumber"":""F-640999"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Värmland"",""county"":""Hammarö"",""locality"":""Hammarö southern point, c. 15 km S of Karlstad. South part of Store holmen, c. 100 m W of the lighthouse"",""decimalLatitude"":""59.2500000"",""decimalLongitude"":""13.5000000""}","{""locationDisplayLabel"":""Karlstad, South part, Store holmen"",""interpretedTokens"":[""Hammarö southern"",""Karlstad"",""South part"",""Store holmen""]}"
GBIF,uppsala-botany,"Helgö, Soldiusvägen",59.2742700,17.6794300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-644040"",""catalogNumber"":""F-644040"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Ekerö"",""locality"":""the island Helgö, near the house at Soldiusvägen 21"",""decimalLatitude"":""59.2742700"",""decimalLongitude"":""17.6794300""}","{""locationDisplayLabel"":""Helgö, Soldiusvägen"",""interpretedTokens"":[""Helgö"",""Soldiusvägen""]}"
GBIF,uppsala-botany,"Hjällberget, Norhyttan",60.2665700,14.8204700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-645376"",""catalogNumber"":""F-645376"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Hjällberget, O sluttningen, 7,5 km NNV Norhyttan"",""decimalLatitude"":""60.2665700"",""decimalLongitude"":""14.8204700""}","{""locationDisplayLabel"":""Hjällberget, Norhyttan"",""interpretedTokens"":[""Hjällberget"",""Norhyttan""]}"
GBIF,uppsala-botany,"Flogberget, Lernbo",60.1503500,15.3028500,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-645417"",""catalogNumber"":""F-645417"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Norrbärke"",""locality"":""Flogberget, f d dagbrottet, 1,2 km NNV Lernbo"",""decimalLatitude"":""60.1503500"",""decimalLongitude"":""15.3028500""}","{""locationDisplayLabel"":""Flogberget, Lernbo"",""interpretedTokens"":[""Flogberget"",""Lernbo""]}"
GBIF,uppsala-botany,"Tjärnberget, Lindesnäs",60.3902100,14.3542400,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-645418"",""catalogNumber"":""F-645418"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Nås"",""locality"":""Tjärnberget, NV sluttningen, 11 km NV Lindesnäs"",""decimalLatitude"":""60.3902100"",""decimalLongitude"":""14.3542400""}","{""locationDisplayLabel"":""Tjärnberget, Lindesnäs"",""interpretedTokens"":[""Tjärnberget"",""Lindesnäs""]}"
GBIF,uppsala-botany,"Fjätan, Tryggåsbäcken, Särna k:a",61.7423400,13.2612900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-645488"",""catalogNumber"":""F-645488"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Särna"",""locality"":""Fjätan vid utloppet av Tryggåsbäcken, 8,2 km NO Särna k:a"",""decimalLatitude"":""61.7423400"",""decimalLongitude"":""13.2612900""}","{""locationDisplayLabel"":""Fjätan, Tryggåsbäcken, Särna k:a"",""interpretedTokens"":[""Fjätan"",""Tryggåsbäcken"",""Särna k:a""]}"
GBIF,uppsala-botany,"Stjärnsynd, Husby k:a",60.4330400,16.2151500,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-645514"",""catalogNumber"":""F-645514"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Husby"",""locality"":""Stjärnsynd, 400 m SO kapellet, 12,6 km NO Husby k:a"",""decimalLatitude"":""60.4330400"",""decimalLongitude"":""16.2151500""}","{""locationDisplayLabel"":""Stjärnsynd, Husby k:a"",""interpretedTokens"":[""Stjärnsynd"",""Husby k:a""]}"
GBIF,uppsala-botany,"Björkön, Båtfors-Hässjan-Skrytholmarna-Brännholmen, Båtfors naturreservat, Älvkarleby k:a",60.4648100,17.3069600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-645518"",""catalogNumber"":""F-645518"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Älvkarleby"",""locality"":""Björkön, Båtfors-Hässjan-Skrytholmarna-Brännholmen, Båtfors naturreservat, 14,2 km SSV Älvkarleby k:a"",""decimalLatitude"":""60.4648100"",""decimalLongitude"":""17.3069600""}","{""locationDisplayLabel"":""Båtfors-Hässjan-Skrytholmarna-Brännholmen, Båtfors naturreservat, Älvkarleby k:a"",""interpretedTokens"":[""Björkön"",""Båtfors-Hässjan-Skrytholmarna-Brännholmen"",""Båtfors naturreservat"",""Älvkarleby k:a""]}"
GBIF,uppsala-botany,"Hornslandet, Myckeltjärn",61.6500000,17.4166700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647030"",""catalogNumber"":""F-647030"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Hälsingland"",""county"":""Rogsta"",""locality"":""Hornslandet. On clear-cutted area north of the brook running to lake \""Myckeltjärn\"""",""decimalLatitude"":""61.6500000"",""decimalLongitude"":""17.4166700""}","{""locationDisplayLabel"":""Hornslandet, Myckeltjärn"",""interpretedTokens"":[""Hornslandet"",""Myckeltjärn""]}"
GBIF,uppsala-botany,Kråknässand,61.4000000,17.1500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647031"",""catalogNumber"":""F-647031"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Hälsingland"",""county"":""Enånger"",""locality"":""Långvinds fritidsområde. Along the track east of the beach \""Kråknässand\"""",""decimalLatitude"":""61.4000000"",""decimalLongitude"":""17.1500000""}","{""locationDisplayLabel"":""Kråknässand"",""interpretedTokens"":[""Kråknässand""]}"
GBIF,uppsala-botany,"Långvind, Tjäderstigen, Långvinds fritidsområde, Kråknässand",61.4166700,17.1500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647032"",""catalogNumber"":""F-647032"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Hälsingland"",""county"":""Enånger"",""locality"":""Långvind. Along the track from Tjäderstigen (Långvinds fritidsområde) to the beach Kråknässand"",""decimalLatitude"":""61.4166700"",""decimalLongitude"":""17.1500000""}","{""locationDisplayLabel"":""Tjäderstigen, Långvinds fritidsområde, Kråknässand"",""interpretedTokens"":[""Långvind"",""Tjäderstigen"",""Långvinds fritidsområde"",""Kråknässand""]}"
GBIF,uppsala-botany,"Hornslandet, Myckeltjärnen",61.6500000,17.4166700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647033"",""catalogNumber"":""F-647033"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Hälsingland"",""county"":""Rogsta"",""locality"":""Hornslandet. At the southern beach of lake \""Myckeltjärnen\"""",""decimalLatitude"":""61.6500000"",""decimalLongitude"":""17.4166700""}","{""locationDisplayLabel"":""Hornslandet, Myckeltjärnen"",""interpretedTokens"":[""Hornslandet"",""Myckeltjärnen""]}"
GBIF,uppsala-botany,"Along th, Kråknässand",61.4000000,17.1500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647034"",""catalogNumber"":""F-647034"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Hälsingland"",""county"":""Enånger"",""locality"":""Långvinds fritidsområde. Along th etrack east of the beach \""Kråknässand\"""",""decimalLatitude"":""61.4000000"",""decimalLongitude"":""17.1500000""}","{""locationDisplayLabel"":""Along th, Kråknässand"",""interpretedTokens"":[""Along th"",""Kråknässand""]}"
GBIF,uppsala-botany,N. Brattmoviken,60.7500000,12.7833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647158"",""catalogNumber"":""F-647158"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Värmland"",""county"":""Dalby"",""locality"":""N. Brattmoviken"",""decimalLatitude"":""60.7500000"",""decimalLongitude"":""12.7833300""}","{""locationDisplayLabel"":""N. Brattmoviken"",""interpretedTokens"":[""N. Brattmoviken""]}"
GBIF,uppsala-botany,"River, Ljusnan, Hotel, Ramundberget",62.7000000,12.4166700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-647264"",""catalogNumber"":""F-647264"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Härjedalen"",""county"":""Tännäs"",""locality"":""the valley of River Ljusnan, th ewestenr slop eof Mt Gruvvålen, c. 1 km E of Hotel Ramundberget"",""decimalLatitude"":""62.7000000"",""decimalLongitude"":""12.4166700""}","{""locationDisplayLabel"":""Ljusnan, Hotel, Ramundberget"",""interpretedTokens"":[""River"",""Ljusnan"",""Hotel"",""Ramundberget""]}"
GBIF,uppsala-botany,Naggen village,62.2595000,16.1408000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-648255"",""catalogNumber"":""F-648255"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Medelpad"",""county"":""Torp"",""locality"":""7 km ESE of Naggen village, S of the road"",""decimalLatitude"":""62.2595000"",""decimalLongitude"":""16.1408000""}","{""locationDisplayLabel"":""Naggen village"",""interpretedTokens"":[""Naggen village""]}"
GBIF,uppsala-botany,"Norberg town, Klackberg",60.6944400,15.8929200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-648260"",""catalogNumber"":""F-648260"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Västmanland"",""county"":""Norberg"",""locality"":""2 km NW of Norberg town, Klackberg old mining area, 200 m SW of the parking area"",""decimalLatitude"":""60.6944400"",""decimalLongitude"":""15.8929200""}","{""locationDisplayLabel"":""Norberg town, Klackberg"",""interpretedTokens"":[""Norberg town"",""Klackberg""]}"
GBIF,uppsala-botany,Kvikkjokk village,66.9439800,17.7416200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-648577"",""catalogNumber"":""F-648577"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Lule lappmark"",""county"":""Jokkmokk"",""locality"":""1 km SE of Kvikkjokk village, 20 m S of the drive from the road to the heliport"",""decimalLatitude"":""66.9439800"",""decimalLongitude"":""17.7416200""}","{""locationDisplayLabel"":""Kvikkjokk village"",""interpretedTokens"":[""Kvikkjokk village""]}"
GBIF,uppsala-botany,"Staloluokta, Lake Virihávrre, Virihaure",67.4105300,16.6472700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-648580"",""catalogNumber"":""F-648580"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Lule lappmark"",""county"":""Jokkmokk"",""locality"":""Padjelanta national Park, 10 km NNW of Staloluokta, N shore of Lake Virihávrre (Virihaure), S slope of Mt Allak"",""decimalLatitude"":""67.4105300"",""decimalLongitude"":""16.6472700""}","{""locationDisplayLabel"":""Staloluokta, Lake Virihávrre, Virihaure"",""interpretedTokens"":[""Staloluokta"",""Lake Virihávrre"",""Virihaure""]}"
GBIF,uppsala-botany,"Staloluokta, Lake Virihávrre, Virihaure",67.4257500,16.6489500,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-648582"",""catalogNumber"":""F-648582"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Lule lappmark"",""county"":""Jokkmokk"",""locality"":""Padjelanta national Park, 10 km NNW of Staloluokta, N shore of Lake Virihávrre (Virihaure), S slope of Mt Allak"",""decimalLatitude"":""67.4257500"",""decimalLongitude"":""16.6489500""}","{""locationDisplayLabel"":""Staloluokta, Lake Virihávrre, Virihaure"",""interpretedTokens"":[""Staloluokta"",""Lake Virihávrre"",""Virihaure""]}"
GBIF,uppsala-botany,Handölsfallen,63.2500000,12.4333300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-649025"",""catalogNumber"":""F-649025"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Jämtland"",""county"":""Åre"",""locality"":""Handölsfallen, E side below the southernmost fall"",""decimalLatitude"":""63.2500000"",""decimalLongitude"":""12.4333300""}","{""locationDisplayLabel"":""Handölsfallen"",""interpretedTokens"":[""Handölsfallen""]}"
GBIF,uppsala-botany,"Gotska, Sandön, Stora Idmoren",58.3833300,19.2000000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-649218"",""catalogNumber"":""F-649218"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Gotland"",""county"":""Fårö"",""locality"":""Gotska Sandön, Stora Idmoren"",""decimalLatitude"":""58.3833300"",""decimalLongitude"":""19.2000000""}","{""locationDisplayLabel"":""Gotska, Sandön, Stora Idmoren"",""interpretedTokens"":[""Gotska"",""Sandön"",""Stora Idmoren""]}"
GBIF,uppsala-botany,"Gotska, Sandön, Bomor",58.3811100,19.2594400,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-649265"",""catalogNumber"":""F-649265"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Gotland"",""county"":""Fårö"",""locality"":""Gotska Sandön, Bomor"",""decimalLatitude"":""58.3811100"",""decimalLongitude"":""19.2594400""}","{""locationDisplayLabel"":""Gotska, Sandön, Bomor"",""interpretedTokens"":[""Gotska"",""Sandön"",""Bomor""]}"
GBIF,uppsala-botany,"Stora Luleälv, Vastenjaure, Puoltaketjejokk",67.5000000,16.5000000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-649536"",""catalogNumber"":""F-649536"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Lule lappmark"",""county"":""Gällivare"",""locality"":""Stora Luleälv, Vastenjaure, Puoltaketjejokk"",""decimalLatitude"":""67.5000000"",""decimalLongitude"":""16.5000000""}","{""locationDisplayLabel"":""Stora Luleälv, Vastenjaure, Puoltaketjejokk"",""interpretedTokens"":[""Stora Luleälv"",""Vastenjaure"",""Puoltaketjejokk""]}"
GBIF,uppsala-botany,"Gotska, Sandön",58.3833300,19.2666700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-655616"",""catalogNumber"":""F-655616"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Gotland"",""county"":""Fårö"",""locality"":""Gotska Sandön, Las Palmas"",""decimalLatitude"":""58.3833300"",""decimalLongitude"":""19.2666700""}","{""locationDisplayLabel"":""Gotska, Sandön"",""interpretedTokens"":[""Gotska"",""Sandön""]}"
GBIF,uppsala-botany,"Tomtbacken, Smedjebacken",60.1305270,15.2833570,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-656318"",""catalogNumber"":""F-656318"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Norrbärke"",""locality"":""Tomtbacken, mellan vägen och järnvägen, 8 km V k:an i Smedjebacken"",""decimalLatitude"":""60.1305270"",""decimalLongitude"":""15.2833570""}","{""locationDisplayLabel"":""Tomtbacken, Smedjebacken"",""interpretedTokens"":[""Tomtbacken"",""Smedjebacken""]}"
GBIF,uppsala-botany,Almo,60.7484680,14.8324600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-656359"",""catalogNumber"":""F-656359"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Siljansnäs"",""locality"":""Almo, S om sågverket"",""decimalLatitude"":""60.7484680"",""decimalLongitude"":""14.8324600""}","{""locationDisplayLabel"":""Almo"",""interpretedTokens"":[""Almo""]}"
GBIF,uppsala-botany,"Blåkulla, Håjen, Blåkulltjärn, Kullen",60.3475090,14.7818030,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-656360"",""catalogNumber"":""F-656360"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Blåkulla, S om Håjen, vid Blåkulltjärn, 4,5 km NV Kullen"",""decimalLatitude"":""60.3475090"",""decimalLongitude"":""14.7818030""}","{""locationDisplayLabel"":""Håjen, Blåkulltjärn, Kullen"",""interpretedTokens"":[""Blåkulla"",""Håjen"",""Blåkulltjärn"",""Kullen""]}"
GBIF,uppsala-botany,"Nybrännberget, Grangärde k:a",60.2587520,14.7954160,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-656431"",""catalogNumber"":""F-656431"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Nybrännberget, 10,5 km V Grangärde k:a"",""decimalLatitude"":""60.2587520"",""decimalLongitude"":""14.7954160""}","{""locationDisplayLabel"":""Nybrännberget, Grangärde k:a"",""interpretedTokens"":[""Nybrännberget"",""Grangärde k:a""]}"
GBIF,uppsala-botany,"Håjensån, Kullsågen, Grangärde k:a",60.3436840,14.8465770,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663419"",""catalogNumber"":""F-663419"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Håjensån, nära vägen S om Kullsågen, 11,8 km NV Grangärde k:a"",""decimalLatitude"":""60.3436840"",""decimalLongitude"":""14.8465770""}","{""locationDisplayLabel"":""Håjensån, Kullsågen, Grangärde k:a"",""interpretedTokens"":[""Håjensån"",""Kullsågen"",""Grangärde k:a""]}"
GBIF,uppsala-botany,"Burån, Brunnklacken, Grangärde k:a",60.2058190,14.7754030,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663458"",""catalogNumber"":""F-663458"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Burån, rullstensås O om Brunnklacken, 12,9 km SV om Grangärde k:a"",""decimalLatitude"":""60.2058190"",""decimalLongitude"":""14.7754030""}","{""locationDisplayLabel"":""Burån, Brunnklacken, Grangärde k:a"",""interpretedTokens"":[""Burån"",""Brunnklacken"",""Grangärde k:a""]}"
GBIF,uppsala-botany,"Eskilsberget, Säfsnäs k:a",60.0334760,14.4303510,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663477"",""catalogNumber"":""F-663477"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Säfsnäs"",""locality"":""Eskilsberget, ostsluttning, 12,5 km SSO Säfsnäs k:a"",""decimalLatitude"":""60.0334760"",""decimalLongitude"":""14.4303510""}","{""locationDisplayLabel"":""Eskilsberget, Säfsnäs k:a"",""interpretedTokens"":[""Eskilsberget"",""Säfsnäs k:a""]}"
GBIF,uppsala-botany,Bastuhöjden,60.0289710,14.4547920,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663478"",""catalogNumber"":""F-663478"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Säfsnäs"",""locality"":""Bastuhöjden"",""decimalLatitude"":""60.0289710"",""decimalLongitude"":""14.4547920""}","{""locationDisplayLabel"":""Bastuhöjden"",""interpretedTokens"":[""Bastuhöjden""]}"
GBIF,uppsala-botany,"Mellansjöberget, Grangärde k:a",60.2828000,14.8353000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663579"",""catalogNumber"":""F-663579"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Mellansjöberget, mindre ostsluttning uppe på berget, 8,3 km VNV Grangärde k:a"",""decimalLatitude"":""60.2828000"",""decimalLongitude"":""14.8353000""}","{""locationDisplayLabel"":""Mellansjöberget, Grangärde k:a"",""interpretedTokens"":[""Mellansjöberget"",""Grangärde k:a""]}"
GBIF,uppsala-botany,"Gällingsbergen, Säfsnäs k:a",60.0730000,14.5685000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663602"",""catalogNumber"":""F-663602"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Säfsnäs"",""locality"":""Gällingsbergen, 11,6 km SO Säfsnäs k:a"",""decimalLatitude"":""60.0730000"",""decimalLongitude"":""14.5685000""}","{""locationDisplayLabel"":""Gällingsbergen, Säfsnäs k:a"",""interpretedTokens"":[""Gällingsbergen"",""Säfsnäs k:a""]}"
GBIF,uppsala-botany,"Gyllbergen, Dragberget, Grangärde k:a",60.3959000,15.1064000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663604"",""catalogNumber"":""F-663604"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Gyllbergen, V om Dragberget, ca 16 km NNO Grangärde k:a"",""decimalLatitude"":""60.3959000"",""decimalLongitude"":""15.1064000""}","{""locationDisplayLabel"":""Gyllbergen, Dragberget, Grangärde k:a"",""interpretedTokens"":[""Gyllbergen"",""Dragberget"",""Grangärde k:a""]}"
GBIF,uppsala-botany,"Gyllbergen, Grangärde k:a",60.3960000,15.0911000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:F-663605"",""catalogNumber"":""F-663605"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Dalarna"",""county"":""Grangärde"",""locality"":""Gyllbergen, 16 km NNO Grangärde k:a"",""decimalLatitude"":""60.3960000"",""decimalLongitude"":""15.0911000""}","{""locationDisplayLabel"":""Gyllbergen, Grangärde k:a"",""interpretedTokens"":[""Gyllbergen"",""Grangärde k:a""]}"
