source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,uppsala-botany,Fursund,59.6608300,18.9058300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628352"",""catalogNumber"":""A-628352"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Blidö"",""locality"":""Fursund, västsidan av bryggan"",""decimalLatitude"":""59.6608300"",""decimalLongitude"":""18.9058300""}","{""locationDisplayLabel"":""Fursund"",""interpretedTokens"":[""Fursund""]}"
GBIF,uppsala-botany,"Kålö, Storta Möja",59.4700000,18.9827800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628360"",""catalogNumber"":""A-628360"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Möja"",""locality"":""NV udden av Kålö (NO om Storta Möja)"",""decimalLatitude"":""59.4700000"",""decimalLongitude"":""18.9827800""}","{""locationDisplayLabel"":""Kålö, Storta Möja"",""interpretedTokens"":[""Kålö"",""Storta Möja""]}"
GBIF,uppsala-botany,"Stockholms skärgård, Lagnö Truten",59.5383300,18.8388900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628361"",""catalogNumber"":""A-628361"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Österåker-Östra Ryd"",""locality"":""Stockholms skärgård, Lagnö Truten"",""decimalLatitude"":""59.5383300"",""decimalLongitude"":""18.8388900""}","{""locationDisplayLabel"":""Stockholms skärgård, Lagnö Truten"",""interpretedTokens"":[""Stockholms skärgård"",""Lagnö Truten""]}"
GBIF,uppsala-botany,Sollenkroka Fladen,59.3763900,18.6733300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628367"",""catalogNumber"":""A-628367"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Djurö"",""locality"":""Sollenkroka Fladen"",""decimalLatitude"":""59.3763900"",""decimalLongitude"":""18.6733300""}","{""locationDisplayLabel"":""Sollenkroka Fladen"",""interpretedTokens"":[""Sollenkroka Fladen""]}"
GBIF,uppsala-botany,Öregrund,60.3333300,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628372"",""catalogNumber"":""A-628372"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund"",""decimalLatitude"":""60.3333300"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrund"",""interpretedTokens"":[""Öregrund""]}"
GBIF,uppsala-botany,Öregrund,60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628373"",""catalogNumber"":""A-628373"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund, hamnen"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrund"",""interpretedTokens"":[""Öregrund""]}"
GBIF,uppsala-botany,Öregrund,60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628375"",""catalogNumber"":""A-628375"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund, på berg bredvid färjefestet"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrund"",""interpretedTokens"":[""Öregrund""]}"
GBIF,uppsala-botany,Öregrunds inre hamn,60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628376"",""catalogNumber"":""A-628376"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrunds inre hamn"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrunds inre hamn"",""interpretedTokens"":[""Öregrunds inre hamn""]}"
GBIF,uppsala-botany,"Öregrund hamnen, Ahlstrands kloak",60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628377"",""catalogNumber"":""A-628377"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund hamnen innanför Ahlstrands kloak"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrund hamnen, Ahlstrands kloak"",""interpretedTokens"":[""Öregrund hamnen"",""Ahlstrands kloak""]}"
GBIF,uppsala-botany,Öregrunds hamn,60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628378"",""catalogNumber"":""A-628378"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrunds hamn"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrunds hamn"",""interpretedTokens"":[""Öregrunds hamn""]}"
GBIF,uppsala-botany,"Tvären, Olsviks-grundet, Mättinge",58.7855600,17.4413900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628387"",""catalogNumber"":""A-628387"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären, Olsviks-grundet SSV Mättinge"",""decimalLatitude"":""58.7855600"",""decimalLongitude"":""17.4413900""}","{""locationDisplayLabel"":""Tvären, Olsviks-grundet, Mättinge"",""interpretedTokens"":[""Tvären"",""Olsviks-grundet"",""Mättinge""]}"
GBIF,uppsala-botany,Bergö,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628388"",""catalogNumber"":""A-628388"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergö, bukten vid bergösundet"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergö"",""interpretedTokens"":[""Bergö""]}"
GBIF,uppsala-botany,Studsvik,58.7577800,17.3922200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628391"",""catalogNumber"":""A-628391"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Aspö"",""locality"":""Studsvik"",""decimalLatitude"":""58.7577800"",""decimalLongitude"":""17.3922200""}","{""locationDisplayLabel"":""Studsvik"",""interpretedTokens"":[""Studsvik""]}"
GBIF,uppsala-botany,Bergösundet,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628393"",""catalogNumber"":""A-628393"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergösundet,sandbukten, slipen AE"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergösundet"",""interpretedTokens"":[""Bergösundet""]}"
GBIF,uppsala-botany,Bergösundet,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628394"",""catalogNumber"":""A-628394"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergösundet, sandbukten, slipen AE"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergösundet"",""interpretedTokens"":[""Bergösundet""]}"
GBIF,uppsala-botany,Bergösundet,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628395"",""catalogNumber"":""A-628395"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""sandvik vid Bergösundet"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergösundet"",""interpretedTokens"":[""Bergösundet""]}"
GBIF,uppsala-botany,"Bergö, Bergösundet",58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628396"",""catalogNumber"":""A-628396"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergö, bukten vid Bergösundet"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergö, Bergösundet"",""interpretedTokens"":[""Bergö"",""Bergösundet""]}"
GBIF,uppsala-botany,Bergösundet,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628398"",""catalogNumber"":""A-628398"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergösundet, sandbukten"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergösundet"",""interpretedTokens"":[""Bergösundet""]}"
GBIF,uppsala-botany,"Aspö, Studsviken",58.7508300,17.3941700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628416"",""catalogNumber"":""A-628416"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Aspö"",""locality"":""vid Aspö i Studsviken"",""decimalLatitude"":""58.7508300"",""decimalLongitude"":""17.3941700""}","{""locationDisplayLabel"":""Aspö, Studsviken"",""interpretedTokens"":[""Aspö"",""Studsviken""]}"
GBIF,uppsala-botany,Bergösundet,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628425"",""catalogNumber"":""A-628425"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergösundet sandbukten"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergösundet"",""interpretedTokens"":[""Bergösundet""]}"
GBIF,uppsala-botany,Bergsundet,58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628445"",""catalogNumber"":""A-628445"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergsundet sandbukten"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergsundet"",""interpretedTokens"":[""Bergsundet""]}"
GBIF,uppsala-botany,Studsvik,58.7577800,17.3922200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628467"",""catalogNumber"":""A-628467"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Aspö"",""locality"":""Studsvik sanden vid norra staketet IV"",""decimalLatitude"":""58.7577800"",""decimalLongitude"":""17.3922200""}","{""locationDisplayLabel"":""Studsvik"",""interpretedTokens"":[""Studsvik""]}"
GBIF,uppsala-botany,Studsviken,58.7577800,17.3922200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628487"",""catalogNumber"":""A-628487"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Aspö"",""locality"":""Studsviken"",""decimalLatitude"":""58.7577800"",""decimalLongitude"":""17.3922200""}","{""locationDisplayLabel"":""Studsviken"",""interpretedTokens"":[""Studsviken""]}"
GBIF,uppsala-botany,"Bergösundet sandbukten, Slipen",58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628488"",""catalogNumber"":""A-628488"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergösundet sandbukten, Slipen AE vid regnbäckarna"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergösundet sandbukten, Slipen"",""interpretedTokens"":[""Bergösundet sandbukten"",""Slipen""]}"
GBIF,uppsala-botany,Vässarö-Garpen,60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628511"",""catalogNumber"":""A-628511"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-Garpen"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-Garpen"",""interpretedTokens"":[""Vässarö-Garpen""]}"
GBIF,uppsala-botany,Stora Korssten,60.2044400,18.8480600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628529"",""catalogNumber"":""A-628529"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Singö"",""locality"":""Stora Korssten"",""decimalLatitude"":""60.2044400"",""decimalLongitude"":""18.8480600""}","{""locationDisplayLabel"":""Stora Korssten"",""interpretedTokens"":[""Stora Korssten""]}"
GBIF,uppsala-botany,"Saxarklippan, Saxarfjärden, Stockholms skärgård",59.4619400,18.4783300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628538"",""catalogNumber"":""A-628538"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Saxarklippan, Saxarfjärden Stockholms skärgård"",""decimalLatitude"":""59.4619400"",""decimalLongitude"":""18.4783300""}","{""locationDisplayLabel"":""Saxarklippan, Saxarfjärden, Stockholms skärgård"",""interpretedTokens"":[""Saxarklippan"",""Saxarfjärden"",""Stockholms skärgård""]}"
GBIF,uppsala-botany,Öregrund,60.3458300,18.4477800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628540"",""catalogNumber"":""A-628540"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""inre hamnen i Öregrund"",""decimalLatitude"":""60.3458300"",""decimalLongitude"":""18.4477800""}","{""locationDisplayLabel"":""Öregrund"",""interpretedTokens"":[""Öregrund""]}"
GBIF,uppsala-botany,"Skötskär, Bullerö, Stockholms skärgård",59.1872200,18.8627800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628542"",""catalogNumber"":""A-628542"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Nämdö"",""locality"":""Skötskär (Bullerö), Stockholms skärgård"",""decimalLatitude"":""59.1872200"",""decimalLongitude"":""18.8627800""}","{""locationDisplayLabel"":""Skötskär, Bullerö, Stockholms skärgård"",""interpretedTokens"":[""Skötskär"",""Bullerö"",""Stockholms skärgård""]}"
GBIF,uppsala-botany,"Öregrund, Fiskboden, Särskilt, Brödernas bod",60.3458300,18.4477800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628543"",""catalogNumber"":""A-628543"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund inre hamn, vid sjöbodarna närmast Fiskboden. Särskilt vid \""Brödernas bod\"", lagerlokal för salt m.m"",""decimalLatitude"":""60.3458300"",""decimalLongitude"":""18.4477800""}","{""locationDisplayLabel"":""Fiskboden, Särskilt, Brödernas bod"",""interpretedTokens"":[""Öregrund"",""Fiskboden"",""Särskilt"",""Brödernas bod""]}"
GBIF,uppsala-botany,Botvaldvik,57.5861100,18.7963900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628545"",""catalogNumber"":""A-628545"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Gotland"",""county"":""Gothem"",""locality"":""Botvaldvik"",""decimalLatitude"":""57.5861100"",""decimalLongitude"":""18.7963900""}","{""locationDisplayLabel"":""Botvaldvik"",""interpretedTokens"":[""Botvaldvik""]}"
GBIF,uppsala-botany,"Öregrund, Stora sjöboden",60.3461100,18.4494400,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628547"",""catalogNumber"":""A-628547"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund, inre fiskhamnen, på cementen innanför Stora sjöboden på ömse sidor om trappan"",""decimalLatitude"":""60.3461100"",""decimalLongitude"":""18.4494400""}","{""locationDisplayLabel"":""Öregrund, Stora sjöboden"",""interpretedTokens"":[""Öregrund"",""Stora sjöboden""]}"
GBIF,uppsala-botany,"Öregrund, Fl., Kl., Flata Klippan",60.3436100,18.4491700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628548"",""catalogNumber"":""A-628548"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund Fl.Kl. [Flata Klippan], Prasiolahaket"",""decimalLatitude"":""60.3436100"",""decimalLongitude"":""18.4491700""}","{""locationDisplayLabel"":""Fl., Kl., Flata Klippan"",""interpretedTokens"":[""Öregrund"",""Fl."",""Kl."",""Flata Klippan""]}"
GBIF,uppsala-botany,"Uppsala, Odensgatan",59.8625000,17.6277800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628549"",""catalogNumber"":""A-628549"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Uppsala"",""locality"":""Uppsala, odensgatans trottoir vid parkeringen söder om Odensgatan 5B:s gavel"",""decimalLatitude"":""59.8625000"",""decimalLongitude"":""17.6277800""}","{""locationDisplayLabel"":""Uppsala, Odensgatan"",""interpretedTokens"":[""Uppsala"",""Odensgatan""]}"
GBIF,uppsala-botany,Öregrund,60.3461100,18.4494400,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628554"",""catalogNumber"":""A-628554"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund, inre hamnen"",""decimalLatitude"":""60.3461100"",""decimalLongitude"":""18.4494400""}","{""locationDisplayLabel"":""Öregrund"",""interpretedTokens"":[""Öregrund""]}"
GBIF,uppsala-botany,Tova,58.2688900,11.4552800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628555"",""catalogNumber"":""A-628555"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Lysekil"",""locality"":""Tova"",""decimalLatitude"":""58.2688900"",""decimalLongitude"":""11.4552800""}","{""locationDisplayLabel"":""Tova"",""interpretedTokens"":[""Tova""]}"
GBIF,uppsala-botany,"Trutbådan, Öregrunds skärgård",60.3169400,18.6236100,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628556"",""catalogNumber"":""A-628556"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Trutbådan, Öregrunds skärgård"",""decimalLatitude"":""60.3169400"",""decimalLongitude"":""18.6236100""}","{""locationDisplayLabel"":""Trutbådan, Öregrunds skärgård"",""interpretedTokens"":[""Trutbådan"",""Öregrunds skärgård""]}"
GBIF,uppsala-botany,"Storebonden, Fjolbrotten",58.2969400,11.2830600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628557"",""catalogNumber"":""A-628557"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Lysekil"",""locality"":""Storebonden (invid Fjolbrotten)"",""decimalLatitude"":""58.2969400"",""decimalLongitude"":""11.2830600""}","{""locationDisplayLabel"":""Storebonden, Fjolbrotten"",""interpretedTokens"":[""Storebonden"",""Fjolbrotten""]}"
GBIF,uppsala-botany,"Göteborg, Hunneskär",57.6780600,11.8291700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628558"",""catalogNumber"":""A-628558"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Skaftö"",""locality"":""inloppet till Göteborg, Hunneskär"",""decimalLatitude"":""57.6780600"",""decimalLongitude"":""11.8291700""}","{""locationDisplayLabel"":""Göteborg, Hunneskär"",""interpretedTokens"":[""Göteborg"",""Hunneskär""]}"
GBIF,uppsala-botany,"Kristineberg, Lilla Harpö",58.2527800,11.3638900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628560"",""catalogNumber"":""A-628560"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Lysekil"",""locality"":""Kristineberg, Lilla Harpö"",""decimalLatitude"":""58.2527800"",""decimalLongitude"":""11.3638900""}","{""locationDisplayLabel"":""Kristineberg, Lilla Harpö"",""interpretedTokens"":[""Kristineberg"",""Lilla Harpö""]}"
GBIF,uppsala-botany,"Nordre älv, Kippholmen",57.7902800,11.8316700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628561"",""catalogNumber"":""A-628561"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Torslanda"",""locality"":""älven [Nordre älv, Kippholmen]"",""decimalLatitude"":""57.7902800"",""decimalLongitude"":""11.8316700""}","{""locationDisplayLabel"":""Nordre älv, Kippholmen"",""interpretedTokens"":[""Nordre älv"",""Kippholmen""]}"
GBIF,uppsala-botany,Viken,58.6491700,14.3080600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628562"",""catalogNumber"":""A-628562"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Västergötland"",""county"":""Undenäs"",""locality"":""Viken"",""decimalLatitude"":""58.6491700"",""decimalLongitude"":""14.3080600""}","{""locationDisplayLabel"":""Viken"",""interpretedTokens"":[""Viken""]}"
GBIF,uppsala-botany,"Roxen, Sneholmen",58.5172200,15.8697200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628564"",""catalogNumber"":""A-628564"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Östergötland"",""county"":""Vånga"",""locality"":""Roxen, litet fågelskär strax V om Sneholmen"",""decimalLatitude"":""58.5172200"",""decimalLongitude"":""15.8697200""}","{""locationDisplayLabel"":""Roxen, Sneholmen"",""interpretedTokens"":[""Roxen"",""Sneholmen""]}"
GBIF,uppsala-botany,"Boren, Ulvåsa",58.5552800,15.1425000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628565"",""catalogNumber"":""A-628565"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Östergötland"",""county"":""Ekebyborna"",""locality"":""Boren, litet fågelskär vid Ulvåsa"",""decimalLatitude"":""58.5552800"",""decimalLongitude"":""15.1425000""}","{""locationDisplayLabel"":""Boren, Ulvåsa"",""interpretedTokens"":[""Boren"",""Ulvåsa""]}"
GBIF,uppsala-botany,"Spättan, Spättabådan",58.2083300,11.8711100,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628568"",""catalogNumber"":""A-628568"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Skaftö"",""locality"":""Spättan [Spättabådan]"",""decimalLatitude"":""58.2083300"",""decimalLongitude"":""11.8711100""}","{""locationDisplayLabel"":""Spättan, Spättabådan"",""interpretedTokens"":[""Spättan"",""Spättabådan""]}"
GBIF,uppsala-botany,Getryggen,58.5694400,11.2186100,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628571"",""catalogNumber"":""A-628571"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Kville"",""locality"":""Getryggen"",""decimalLatitude"":""58.5694400"",""decimalLongitude"":""11.2186100""}","{""locationDisplayLabel"":""Getryggen"",""interpretedTokens"":[""Getryggen""]}"
GBIF,uppsala-botany,Tova,58.2688900,11.4552800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628573"",""catalogNumber"":""A-628573"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Lysekil"",""locality"":""Tova, toppen"",""decimalLatitude"":""58.2688900"",""decimalLongitude"":""11.4552800""}","{""locationDisplayLabel"":""Tova"",""interpretedTokens"":[""Tova""]}"
GBIF,uppsala-botany,"Henån, Bårholmen",58.2538900,11.6522200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628575"",""catalogNumber"":""A-628575"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Röra"",""locality"":""Henån, Bårholmen"",""decimalLatitude"":""58.2538900"",""decimalLongitude"":""11.6522200""}","{""locationDisplayLabel"":""Henån, Bårholmen"",""interpretedTokens"":[""Henån"",""Bårholmen""]}"
GBIF,uppsala-botany,Kipholmen,57.7902800,11.8316700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628576"",""catalogNumber"":""A-628576"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Torslanda"",""locality"":""Nordre älvs mynning, Kipholmen"",""decimalLatitude"":""57.7902800"",""decimalLongitude"":""11.8316700""}","{""locationDisplayLabel"":""Kipholmen"",""interpretedTokens"":[""Kipholmen""]}"
GBIF,uppsala-botany,Gyetorp,56.0216700,14.4611100,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628577"",""catalogNumber"":""A-628577"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Skåne"",""county"":""Trolle-Ljungby"",""locality"":""Gyetorp"",""decimalLatitude"":""56.0216700"",""decimalLongitude"":""14.4611100""}","{""locationDisplayLabel"":""Gyetorp"",""interpretedTokens"":[""Gyetorp""]}"
GBIF,uppsala-botany,Rödskären,56.2533300,11.4033300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:A-628579"",""catalogNumber"":""A-628579"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Skaftö"",""locality"":""Rödskären"",""decimalLatitude"":""56.2533300"",""decimalLongitude"":""11.4033300""}","{""locationDisplayLabel"":""Rödskären"",""interpretedTokens"":[""Rödskären""]}"
